"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000163394",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"CCKAR","886","cholecystokinin A receptor"
"ENSG00000154274",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"C4orf19","55286","chromosome 4 open reading frame 19"
"ENSG00000152595",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"MEPE","56955","matrix extracellular phosphoglycoprotein"
"ENSG00000196900",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"TEX43","389320","testis expressed 43"
"ENSG00000279068",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,NA,NA,NA
"ENSG00000112175",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"BMP5","653","bone morphogenetic protein 5"
"ENSG00000112280",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"COL9A1","1297","collagen type IX alpha 1 chain"
"ENSG00000164411",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"GJB7","375519","gap junction protein beta 7"
"ENSG00000249773",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,NA,NA,NA
"ENSG00000086717",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"PPEF1","5475","protein phosphatase with EF-hand domain 1"
"ENSG00000175229",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"GAL3ST3","89792","galactose-3-O-sulfotransferase 3"
"ENSG00000151025",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"GPR158","57512","G protein-coupled receptor 158"
"ENSG00000139767",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"SRRM4","84530","serine/arginine repetitive matrix 4"
"ENSG00000165556",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"CDX2","1045","caudal type homeobox 2"
"ENSG00000118946",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"PCDH17","27253","protocadherin 17"
"ENSG00000100433",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"KCNK10","54207","potassium two pore domain channel subfamily K member 10"
"ENSG00000152315",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"KCNK13","56659","potassium two pore domain channel subfamily K member 13"
"ENSG00000166947",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"EPB42","2038","erythrocyte membrane protein band 4.2"
"ENSG00000169856",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"ONECUT1","3175","one cut homeobox 1"
"ENSG00000166819",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"PLIN1","5346","perilipin 1"
"ENSG00000197253",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"TPSB2","64499","tryptase beta 2 (gene/pseudogene)"
"ENSG00000279816",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,NA,NA,NA
"ENSG00000205899",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"BHLHA9","727857","basic helix-loop-helix family member a9"
"ENSG00000167711",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"SERPINF2","5345","serpin family F member 2"
"ENSG00000274808",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"TBC1D3B","414059","TBC1 domain family member 3B"
"ENSG00000281079",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,NA,NA,NA
"ENSG00000242550",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"SERPINB10","5273","serpin family B member 10"
"ENSG00000197561",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"ELANE","1991","elastase, neutrophil expressed"
"ENSG00000130545",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"CRB3","92359","crumbs 3, cell polarity complex component"
"ENSG00000269755",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,NA,NA,NA
"ENSG00000126259",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"KIRREL2","84063","kirre like nephrin family adhesion molecule 2"
"ENSG00000100060",0.294011022566302,1.61415179783325,3.08133772768595,0.523847737730932,0.600384447252358,NA,"MFNG","4242","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"ENSG00000009780",88.8892375846076,0.0989260529372148,0.188845584863429,0.523846257823591,0.600385476656659,0.703437642250849,"FAM76A","199870","family with sequence similarity 76 member A"
"ENSG00000147687",186.415213662042,0.0723748726193458,0.138168307175477,0.523816742774651,0.60040600710756,0.703437642250849,"TATDN1","83940","TatD DNase domain containing 1"
"ENSG00000147059",1.69579380707021,0.715164548325404,1.36601856026348,0.523539407976608,0.600598934654749,0.703607803866616,"SPIN2A","54466","spindlin family member 2A"
"ENSG00000118482",958.612217239933,-0.034386850699508,0.0656904156539556,-0.523468307471994,0.600648400129018,0.703609884517946,"PHF3","23469","PHD finger protein 3"
"ENSG00000175513",1.80046323903787,0.682824985506499,1.30488153955431,0.52328503761324,0.60077591165754,0.703648457834607,"TSGA10IP","254187","testis specific 10 interacting protein"
"ENSG00000005471",0.57475307348642,1.21725037907793,2.32678546488963,0.523146803796831,0.600872097075926,0.703648457834607,"ABCB4","5244","ATP binding cassette subfamily B member 4"
"ENSG00000253457",0.57475307348642,1.21725037907793,2.32678546488963,0.523146803796831,0.600872097075926,0.703648457834607,"SMIM18","100507341","small integral membrane protein 18"
"ENSG00000277481",0.57475307348642,1.21725037907793,2.32678546488963,0.523146803796831,0.600872097075926,0.703648457834607,"PKD1L3","342372","polycystin 1 like 3, transient receptor potential channel interacting"
"ENSG00000119402",1345.88716306871,0.0324018419030598,0.0619584578178629,0.522960755387269,0.601001563674843,0.703743514755001,"FBXW2","26190","F-box and WD repeat domain containing 2"
"ENSG00000100554",1450.7802598788,-0.0298640442543244,0.0571131000068419,-0.522893070954768,0.601048666763438,0.703743514755001,"ATP6V1D","51382","ATPase H+ transporting V1 subunit D"
"ENSG00000222014",2.36620955796496,-0.589911068647007,1.12861318049263,-0.522686673204999,0.6011923137995,0.703855848103303,"RAB6C","84084","RAB6C, member RAS oncogene family"
"ENSG00000140264",3823.30428658993,-0.0225909044113714,0.0432642791942034,-0.522160656137735,0.601558476970241,0.704228657400535,"SERF2","10169","small EDRK-rich factor 2"
"ENSG00000197345",257.827440516239,-0.0609948565456426,0.116919038693714,-0.521684553919633,0.601889980883,0.70456083607964,"MRPL21","219927","mitochondrial ribosomal protein L21"
"ENSG00000130856",170.473321117063,0.0786920268316171,0.151019075873878,0.521073423183545,0.602315624117692,0.705003150990276,"ZNF236","7776","zinc finger protein 236"
"ENSG00000015133",3.29382754293828,-0.541907985018957,1.04091052738333,-0.520609572833527,0.6026387793123,0.705325444230816,"CCDC88C","440193","coiled-coil domain containing 88C"
"ENSG00000186566",1004.88488063236,-0.0336090257120002,0.0645907609782705,-0.520337974084357,0.602828032921072,0.705398053204651,"GPATCH8","23131","G-patch domain containing 8"
"ENSG00000197024",307.098035009372,0.0564649410394969,0.108527885684751,0.520280485363134,0.602868095254462,0.705398053204651,"ZNF398","57541","zinc finger protein 398"
"ENSG00000117222",418.998870853877,-0.048555486776546,0.093331131077398,-0.520249633922038,0.60288959528259,0.705398053204651,"RBBP5","5929","RB binding protein 5, histone lysine methyltransferase complex subunit"
"ENSG00000153086",0.998936683735799,2.05954375785324,3.95931465735216,0.520176832631582,0.602940331064753,0.705398053204651,"ACMSD","130013","aminocarboxymuconate semialdehyde decarboxylase"
"ENSG00000102539",0.935885182296645,2.05954375785324,3.95931465735216,0.520176832631582,0.602940331064753,0.705398053204651,"MLNR","2862","motilin receptor"
"ENSG00000213760",20.748695428574,0.204928613065039,0.394010977685225,0.520108892064312,0.602987681104585,0.705398053204651,"ATP6V1G2","534","ATPase H+ transporting V1 subunit G2"
"ENSG00000185689",3.6301314449373,-0.480766767076259,0.924861876667721,-0.519825477949705,0.60318521986863,0.705573197014332,"C6orf201","404220","chromosome 6 open reading frame 201"
"ENSG00000148356",300.653748169885,0.0560635557219428,0.108022455201994,0.518999087894347,0.603761377305239,0.706191165432179,"LRSAM1","90678","leucine rich repeat and sterile alpha motif containing 1"
"ENSG00000122687",412.448694559797,-0.047217340364675,0.0910331855847906,-0.518682720607372,0.603982013361885,0.706393232274376,"MRM2","29960","mitochondrial rRNA methyltransferase 2"
"ENSG00000115392",87.1686479558477,0.101191888556942,0.195410180511943,0.517843483342763,0.604567476817541,0.707021920812143,"FANCL","55120","Fanconi anemia complementation group L"
"ENSG00000182923",327.25966357411,0.0526786844342377,0.101763216693921,0.517659387602521,0.604695938583841,0.707095141689253,"CEP63","80254","centrosomal protein 63"
"ENSG00000176476",49.02102035783,-0.134216665783825,0.259320131743607,-0.517571331162698,0.60475738858086,0.707095141689253,"SGF29","112869","SAGA complex associated factor 29"
"ENSG00000100292",224.720948397048,-0.0634919174033847,0.122678382360356,-0.517547722604324,0.604773864238626,0.707095141689253,"HMOX1","3162","heme oxygenase 1"
"ENSG00000163026",233.171082767874,-0.0628385913853084,0.121556717779283,-0.51694873416546,0.605191946440639,0.707527890474262,"WDCP","80304","WD repeat and coiled coil containing"
"ENSG00000113532",5.01105763822565,0.421006190576146,0.814737983488714,0.516738140491983,0.605338967470293,0.707643699077467,"ST8SIA4","7903","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
"ENSG00000162688",371.515600127008,0.0552305655167698,0.106901109977969,0.516651001361464,0.605399806288949,0.707658749959369,"AGL","178","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
"ENSG00000100347",748.732737818664,-0.0374386352761791,0.0725066782634556,-0.516347406512604,0.605611791605181,0.707850461327961,"SAMM50","25813","SAMM50 sorting and assembly machinery component"
"ENSG00000169403",1.75555386326082,0.692509254212054,1.34160983450586,0.516177830842391,0.605730212402481,0.707901007109672,"PTAFR","5724","platelet activating factor receptor"
"ENSG00000255837",2.63123003738556,0.57601737251603,1.1159924976476,0.516148068853705,0.605750997340356,0.707901007109672,"TAS2R20","259295","taste 2 receptor member 20"
"ENSG00000119707",1908.29242668574,0.0264575343743843,0.0513001313410281,0.515740090381103,0.606035950240911,0.708177919361192,"RBM25","58517","RNA binding motif protein 25"
"ENSG00000123411",171.267439424805,0.0722671855400448,0.140283211932003,0.51515205949999,0.606446766384048,0.708601852477251,"IKZF4","64375","IKAROS family zinc finger 4"
"ENSG00000101997",228.419790362662,-0.0630822795988131,0.122524699086316,-0.514853577027545,0.606655342889289,0.708789430550251,"CCDC22","28952","coiled-coil domain containing 22"
"ENSG00000124104",254.418055767643,0.0604079804288248,0.117349544356161,0.514769620625742,0.606714016542843,0.708801852884084,"SNX21","90203","sorting nexin family member 21"
"ENSG00000182175",2.53805060716489,-0.582534569621495,1.13191406060467,-0.514645581229288,0.606800707182727,0.70884700188234,"RGMA","56963","repulsive guidance molecule BMP co-receptor a"
"ENSG00000262481",2.00317177049183,-0.636914876089327,1.23795568740424,-0.514489236222032,0.606909983969067,0.708918526124583,NA,NA,NA
"ENSG00000104221",125.676197947756,-0.0853301290545973,0.166122277123838,-0.513658556407742,0.607490732045642,0.709540710940579,"BRF2","55290","BRF2, RNA polymerase III transcription initiation factor subunit"
"ENSG00000131732",331.012130897248,-0.0537276089954372,0.104685906400811,-0.513226764161836,0.607792706226311,0.709780014846142,"ZCCHC9","84240","zinc finger CCHC-type containing 9"
"ENSG00000163794",3.56233812709566,0.528178427457735,1.02930437098069,0.51314114886591,0.607852589289783,0.709780014846142,"UCN","7349","urocortin"
"ENSG00000126890",251.79039014847,-0.0584220600983533,0.113853209759806,-0.513134941224801,0.607856931286394,0.709780014846142,"CTAG2","30848","cancer/testis antigen 2"
"ENSG00000162032",3.9157416530895,0.495050102297171,0.964839821380099,0.5130904543192,0.60788804850182,0.709780014846142,"SPSB3","90864","splA/ryanodine receptor domain and SOCS box containing 3"
"ENSG00000164221",155.782154485612,-0.0753656548525947,0.14707091673572,-0.512444312753035,0.608340084610078,0.710180187170979,"CCDC112","153733","coiled-coil domain containing 112"
"ENSG00000179304",2.51903759041682,0.572955581331445,1.11815860674545,0.512409937083175,0.608364137782824,0.710180187170979,"FAM156B","727866","family with sequence similarity 156 member B"
"ENSG00000152457",123.318639164129,0.0836191498085557,0.163193019414608,0.512394158209139,0.608375178639962,0.710180187170979,"DCLRE1C","64421","DNA cross-link repair 1C"
"ENSG00000144028",4104.60455596507,-0.0230681936464615,0.0450546669316213,-0.512004531771853,0.608647837927613,0.710442262720253,"SNRNP200","23020","small nuclear ribonucleoprotein U5 subunit 200"
"ENSG00000134602",4.17225155102078,0.452742376983615,0.884580734603525,0.511815778111579,0.608779946674439,0.710540252609341,"STK26","51765","serine/threonine kinase 26"
"ENSG00000090863",5739.3865192164,0.0217702851726245,0.0425444345945758,0.511707004220009,0.608856083352808,0.710568329180986,"GLG1","2734","golgi glycoprotein 1"
"ENSG00000273554",0.998491041654146,0.946854174700403,1.85061203164947,0.51164380135174,0.608900324375437,0.710568329180986,NA,NA,NA
"ENSG00000123131",1721.14200348496,0.0283428436936434,0.055443569591588,0.511201639837123,0.609209870550915,0.71087333360552,"PRDX4","10549","peroxiredoxin 4"
"ENSG00000116863",411.168518080338,-0.0471477679647318,0.092368913674868,-0.510428953735328,0.609750976653927,0.71144847050629,"ADPRHL2","54936","ADP-ribosylhydrolase like 2"
"ENSG00000084734",0.919486750349679,0.96698385378721,1.89634516323042,0.509919751180716,0.610107683964793,0.711695822993087,"GCKR","2646","glucokinase regulator"
"ENSG00000154479",0.919486750349679,0.96698385378721,1.89634516323042,0.509919751180716,0.610107683964793,0.711695822993087,"CCDC173","129881","coiled-coil domain containing 173"
"ENSG00000166689",0.919486750349679,0.96698385378721,1.89634516323042,0.509919751180716,0.610107683964793,0.711695822993087,"PLEKHA7","144100","pleckstrin homology domain containing A7"
"ENSG00000267796",39.1115723042556,-0.146376244614285,0.287117064636167,-0.509813809916775,0.610181909735711,0.711726136156272,"LIN37","55957","lin-37 DREAM MuvB core complex component"
"ENSG00000122783",195.764955916027,-0.0670972667191211,0.131753932899251,-0.509261964653676,0.610568614645504,0.712120896480614,"CYREN","78996","cell cycle regulator of NHEJ"
"ENSG00000160221",2.65114981399678,-0.565317098819094,1.11040330631022,-0.509109704200719,0.610675330111948,0.712189061771534,"GATD3A","8209","glutamine amidotransferase like class 1 domain containing 3A"
"ENSG00000188672",3.88108823940111,-0.469511370295554,0.922551267499361,-0.508927131570907,0.610803301516481,0.71228200368117,"RHCE","6006","Rh blood group CcEe antigens"
"ENSG00000148337",1707.13229227046,0.0280433815049009,0.0551290572441154,0.508686034312592,0.610972313055311,0.7124227856491,"CIZ1","25792","CDKN1A interacting zinc finger protein 1"
"ENSG00000119547",2.03413722571847,-0.631392133515031,1.24158708147653,-0.508536326557266,0.611077270090328,0.712488860669567,"ONECUT2","9480","one cut homeobox 2"
"ENSG00000147485",3.97103006526123,0.464791137377779,0.914465876506283,0.50826515162437,0.611267405615981,0.712643635873839,"PXDNL","137902","peroxidasin like"
"ENSG00000175564",6.93918710737508,0.354811507755927,0.698160299262343,0.508209229500462,0.61130661892499,0.712643635873839,"UCP3","7352","uncoupling protein 3"
"ENSG00000146856",8.38222526642826,-0.313640707080346,0.617631852756521,-0.507811742028122,0.611585374335676,0.712886866603687,"AGBL3","340351","ATP/GTP binding protein like 3"
"ENSG00000183624",383.817245059224,0.050875506324584,0.100193223684264,0.507773923762613,0.61161189897448,0.712886866603687,"HMCES","56941","5-hydroxymethylcytosine (hmC) binding, ES cell-specific"
"ENSG00000235961",3.84454212237678,-0.502657826442148,0.990252881288693,-0.507605517681504,0.611730020318172,0.712968221800641,"PNMA6A","84968","PNMA family member 6A"
"ENSG00000120868",837.310217475185,0.0361661531665864,0.0713012652850673,0.507230173573942,0.611993325944122,0.713200922247509,"APAF1","317","apoptotic peptidase activating factor 1"
"ENSG00000001630",84.2276737363165,-0.103289787231993,0.203653845808387,-0.507183092084475,0.612026357365847,0.713200922247509,"CYP51A1","1595","cytochrome P450 family 51 subfamily A member 1"
"ENSG00000109610",76.6694099547888,0.107504695720162,0.212134208544252,0.506776801619603,0.612311435313529,0.713476774333898,"SOD3","6649","superoxide dismutase 3"
"ENSG00000004838",3.10139316657933,-0.540834395207522,1.06753960147862,-0.506617641592338,0.612423127613215,0.713550566596018,"ZMYND10","51364","zinc finger MYND-type containing 10"
"ENSG00000180509",1.57724446652731,-0.704174269942704,1.39014470337255,-0.506547461019235,0.612472380463654,0.713551603076496,"KCNE1","3753","potassium voltage-gated channel subfamily E regulatory subunit 1"
"ENSG00000185669",23.4493507312657,-0.183070483739776,0.361622638196891,-0.506247298710599,0.612683054660326,0.713740686021197,"SNAI3","333929","snail family transcriptional repressor 3"
"ENSG00000243335",309.065958260295,0.0563973036517633,0.111433969970262,0.506105128147313,0.612782850745307,0.713800582654055,"KCTD7","154881","potassium channel tetramerization domain containing 7"
"ENSG00000109771",17.5232202942315,0.220930106757417,0.436808333639554,0.50578271919996,0.613009191081701,0.714007863363023,"LRP2BP","55805","LRP2 binding protein"
"ENSG00000087842",111.794035265168,-0.0865879905329108,0.171310709544977,-0.505444118250981,0.613246938407058,0.714206295547129,"PIR","8544","pirin"
"ENSG00000121380",1.55487077111267,-0.731087941891067,1.44654679590031,-0.505402206111175,0.613276369681888,0.714206295547129,"BCL2L14","79370","BCL2 like 14"
"ENSG00000150456",85.8837637434573,0.099273910159548,0.196498510365998,0.505214568673526,0.613408138886291,0.714271283757119,"EEF1AKMT1","221143","EEF1A lysine methyltransferase 1"
"ENSG00000156345",90.1419763923999,-0.0940866098375079,0.18624194021,-0.505184867229257,0.613428997999624,0.714271283757119,"CDK20","23552","cyclin dependent kinase 20"
"ENSG00000167699",529.144945992135,0.042483729082577,0.0841087471043856,0.505104766687956,0.61348525360099,0.714280416006077,"GLOD4","51031","glyoxalase domain containing 4"
"ENSG00000163126",2.90555118275635,0.520462653560407,1.03066919813953,0.504975461088676,0.613576071326182,0.714329784293103,"ANKRD23","200539","ankyrin repeat domain 23"
"ENSG00000132965",2.87855271427562,-0.5377961157979,1.0652912986523,-0.504834796339991,0.613674873878992,0.71434705336187,"ALOX5AP","241","arachidonate 5-lipoxygenase activating protein"
"ENSG00000261740",15.0869389655561,0.241381804711204,0.478157536004759,0.504816481045279,0.613687739010553,0.71434705336187,"BOLA2-SMG1P6","107282092","BOLA2-SMG1P6 readthrough"
"ENSG00000204351",897.925189783503,0.0342053659228466,0.067875436381529,0.503943219319839,0.614301278370192,0.714968932124572,"SKIV2L","6499","Ski2 like RNA helicase"
"ENSG00000132010",5.19362925204602,0.38532266703866,0.764653305874178,0.503918133981185,0.614318906909529,0.714968932124572,"ZNF20","7568","zinc finger protein 20"
"ENSG00000188612",2125.37401442674,-0.0260774051077623,0.0517654252476371,-0.503761052536752,0.614429299818772,0.715041007219291,"SUMO2","6613","small ubiquitin-like modifier 2"
"ENSG00000213694",1447.53433699349,0.0295361464015628,0.0586808077650852,0.503335716164709,0.614728259426649,0.715332497797995,"S1PR3","1903","sphingosine-1-phosphate receptor 3"
"ENSG00000180185",550.654195374927,0.0428874358487109,0.0852426868308992,0.503121586650467,0.614878790592802,0.715451236309637,"FAHD1","81889","fumarylacetoacetate hydrolase domain containing 1"
"ENSG00000198848",2.49967359089658,-0.605828632182076,1.20515087251819,-0.502699409673233,0.615175624800791,0.715740175720438,"CES1","1066","carboxylesterase 1"
"ENSG00000007372",4.35917449523658,-0.435171889862717,0.865913790516304,-0.502557985135269,0.615275075010823,0.715799436737871,"PAX6","5080","paired box 6"
"ENSG00000117010",30.1041296206927,-0.160880384251064,0.32036608134869,-0.502176708513534,0.61554322522395,0.71599887040009,"ZNF684","127396","zinc finger protein 684"
"ENSG00000184154",47.2489633624243,-0.131892858304491,0.262642573363539,-0.502176233713375,0.615543559180883,0.71599887040009,"LRTOMT","220074","leucine rich transmembrane and O-methyltransferase domain containing"
"ENSG00000146842",222.007987188166,0.0625597027375777,0.124715333127053,0.50161997862641,0.6159348631849,0.716346097153799,"TMEM209","84928","transmembrane protein 209"
"ENSG00000178297",9.69683254056394,-0.282077731568021,0.562340397022498,-0.501613850012514,0.61593917503681,0.716346097153799,"TMPRSS9","360200","transmembrane serine protease 9"
"ENSG00000104915",513.945118412436,0.0436306951044389,0.0869947564165163,0.501532470480663,0.615996431734141,0.716356219264248,"STX10","8677","syntaxin 10"
"ENSG00000162714",574.710186877592,0.0399539983403073,0.0797710463320161,0.500858396341127,0.616470784039619,0.716851351491216,"ZNF496","84838","zinc finger protein 496"
"ENSG00000131652",109.897117031923,0.0859899572729847,0.171786308844639,0.500563507367476,0.616678350554299,0.717036203331872,"THOC6","79228","THO complex 6"
"ENSG00000165923",3.27265855503425,0.499543532209898,0.9981852553092,0.500451724319609,0.616757040440025,0.717071187915849,"AGBL2","79841","ATP/GTP binding protein like 2"
"ENSG00000091972",6.81235700158874,-0.356447916267017,0.712963519594886,-0.499952531189191,0.617108502093394,0.717423279480414,"CD200","4345","CD200 molecule"
"ENSG00000243667",15.8446985275007,0.222853603674574,0.445818973024507,0.499874651279868,0.617163342093904,0.717430503407932,"WDR92","116143","WD repeat domain 92"
"ENSG00000111670",1371.51775445814,0.0298778521544905,0.0598429018428465,0.49927144631042,0.617588167839962,0.71786778762395,"GNPTAB","79158","N-acetylglucosamine-1-phosphate transferase alpha and beta subunits"
"ENSG00000173120",1748.01081013834,-0.0303288509203832,0.0607807370562563,-0.498987876575304,0.617787924815931,0.718007314975944,"KDM2A","22992","lysine demethylase 2A"
"ENSG00000173465",288.709280794717,-0.0537261568017492,0.107675658864407,-0.49896287952512,0.617805535015562,0.718007314975944,"SSSCA1","10534","Sjogren syndrome/scleroderma autoantigen 1"
"ENSG00000168765",193.28379620963,0.0654108619079029,0.131186229089316,0.498610733473932,0.618053642116608,0.718239085994678,"GSTM4","2948","glutathione S-transferase mu 4"
"ENSG00000112110",547.342447549028,-0.0416080791697862,0.0835134879854761,-0.49821987050789,0.618329078520758,0.718502577340731,"MRPL18","29074","mitochondrial ribosomal protein L18"
"ENSG00000204740",4.00963829613186,-0.446340431994336,0.896126714611444,-0.498077364190473,0.618429514344693,0.718562691340495,"MALRD1","340895","MAM and LDL receptor class A domain containing 1"
"ENSG00000232859",15.2282193756626,-0.223986497328983,0.450490025678858,-0.497206341009329,0.619043550313619,0.719219508727233,"LYRM9","201229","LYR motif containing 9"
"ENSG00000173088",1.83784959981383,0.644632702340035,1.29828186197584,0.496527542454437,0.619522260156771,0.719719009949055,NA,NA,NA
"ENSG00000116771",13.0920426990711,0.242270424336884,0.488257595241567,0.496193867126675,0.619757637541106,0.71987916265012,"AGMAT","79814","agmatinase"
"ENSG00000162961",346.271814080302,0.0490595480289773,0.0988717519614764,0.496193776844295,0.619757701232332,0.71987916265012,"DPY30","84661","dpy-30, histone methyltransferase complex regulatory subunit"
"ENSG00000176971",388.274159524776,-0.0506239170094214,0.102062286048607,-0.496010024558059,0.619887338289563,0.71997306062538,"FIBIN","387758","fin bud initiation factor homolog (zebrafish)"
"ENSG00000110025",3.75446010676614,0.455901548403162,0.919390618067138,0.495873613939652,0.619983583488685,0.720010989425425,"SNX15","29907","sorting nexin 15"
"ENSG00000135540",187.564222881474,-0.0663551712764203,0.133827694461172,-0.49582540851193,0.620017596628035,0.720010989425425,"NHSL1","57224","NHS like 1"
"ENSG00000073598",1.97750662982864,-0.620322960571095,1.25255805032005,-0.495244879399075,0.62042727444911,0.720375155671578,"FNDC8","54752","fibronectin type III domain containing 8"
"ENSG00000253251",20.7606525753087,0.190386820298565,0.38443138102459,0.495242661489143,0.620428839848091,0.720375155671578,"TRAPPC13","80006","trafficking protein particle complex 13"
"ENSG00000280316",0.593386371671214,-1.2287294875313,2.48306266721724,-0.494844332265013,0.6207100081615,0.720474821840513,NA,NA,NA
"ENSG00000163751",0.593386371671214,-1.2287294875313,2.48306266721724,-0.494844332265013,0.6207100081615,0.720474821840513,"CPA3","1359","carboxypeptidase A3"
"ENSG00000180113",0.593386371671214,-1.2287294875313,2.48306266721724,-0.494844332265013,0.6207100081615,0.720474821840513,"TDRD6","221400","tudor domain containing 6"
"ENSG00000221946",0.593386371671214,-1.2287294875313,2.48306266721724,-0.494844332265013,0.6207100081615,0.720474821840513,"FXYD7","53822","FXYD domain containing ion transport regulator 7"
"ENSG00000090554",1.47387168783672,0.735635800469771,1.48715376546012,0.49466021440101,0.620839990015756,0.720569006662403,"FLT3LG","2323","fms related tyrosine kinase 3 ligand"
"ENSG00000116874",143.623499032903,-0.077021767983581,0.155748849860461,-0.494525436641019,0.620935146697533,0.720622760510926,"WARS2","10352","tryptophanyl tRNA synthetase 2, mitochondrial"
"ENSG00000123095",74.3587318930581,0.10282250016084,0.207960416100453,0.494433037252499,0.621000386787064,0.720641789103063,"BHLHE41","79365","basic helix-loop-helix family member e41"
"ENSG00000274641",1.52191052391454,0.729954254019094,1.47663218730337,0.494337222427839,0.621068041548647,0.72066361659526,"HIST1H2BO","8348","histone cluster 1 H2B family member o"
"ENSG00000159208",62.2990476767682,0.111011447453581,0.224732161728486,0.493972231654594,0.621325790555697,0.720860056246843,"CIART","148523","circadian associated repressor of transcription"
"ENSG00000101888",72.8143778234616,0.106367594864824,0.215336837667864,0.493959120124563,0.621335050514512,0.720860056246843,"NXT2","55916","nuclear transport factor 2 like export factor 2"
"ENSG00000078579",2.32882319718899,-0.566418463714811,1.1477848005108,-0.493488381674629,0.621667547136646,0.721189101309489,"FGF20","26281","fibroblast growth factor 20"
"ENSG00000167617",268.555066708445,0.0576009807782267,0.116796085202522,0.493175611822502,0.621888508539407,0.721388714127716,"CDC42EP5","148170","CDC42 effector protein 5"
"ENSG00000124593",21.6106820903044,0.187020201952448,0.379295469646685,0.493072596218082,0.621961293069363,0.721416424366775,NA,NA,NA
"ENSG00000100625",561.473347123063,-0.0408528399817652,0.0828820505822331,-0.492903345112489,0.622080883582996,0.72149841650684,"SIX4","51804","SIX homeobox 4"
"ENSG00000163815",14.7138155038621,-0.226195140406136,0.45923046312605,-0.492552560355843,0.622328775053688,0.72172918936819,"CLEC3B","7123","C-type lectin domain family 3 member B"
"ENSG00000196247",91.5872419202489,0.0915814677097323,0.186265037689539,0.491672880996474,0.622950612448056,0.722393565673082,"ZNF107","51427","zinc finger protein 107"
"ENSG00000108984",10.7141406567844,-0.266240764479243,0.541664922490969,-0.49152299405853,0.623056593004064,0.722418182570072,"MAP2K6","5608","mitogen-activated protein kinase kinase 6"
"ENSG00000163884",5.37887946640613,0.400313186773524,0.814465179367775,0.491504360056579,0.623069769093409,0.722418182570072,"KLF15","28999","Kruppel like factor 15"
"ENSG00000150991",14029.0875319825,-0.0171308879452555,0.0348674534983285,-0.491314570651876,0.623203975917853,0.722517009326733,"UBC","7316","ubiquitin C"
"ENSG00000173261",2.58961210685706,0.551765358934503,1.12441104123327,0.490714995407125,0.623628039056698,0.722951841615661,"PLAC8L1","153770","PLAC8 like 1"
